,date,sd_covid_ww_smooth,sd_hospitalizations,WW_lag1,WW_lag2,WW_lag3,Hosp_lag1,Hosp_lag2,Hosp_lag3,percent_complete_series,past_12_weeks_infections,past_16_weeks_infections,past_20_weeks_infections,delta_majority,omicron_majority,TARGET0,TARGET1,TARGET2
98,2023-01-13,2218018.6111111133,203.2857142857143,2614900.6527777803,3147449.8750000023,3585010.8472222253,204.57142857142858,221.40476190476187,206.2857142857143,80.5,1.4,1.7,2.2,0,1,203.2857142857143,168.83333333333334,140.0
99,2023-01-20,1635407.1111111136,168.83333333333334,2218018.6111111133,2614900.6527777803,3147449.8750000023,203.2857142857143,204.57142857142858,221.40476190476187,80.5,1.4,1.7,2.2,0,1,168.83333333333334,140.0,126.14285714285715
100,2023-01-27,1608911.5000000026,140.0,1635407.1111111136,2218018.6111111133,2614900.6527777803,168.83333333333334,203.2857142857143,204.57142857142858,80.6,1.5,1.8,2.2,0,1,140.0,126.14285714285715,136.57142857142856
101,2023-02-03,2163450.2500000023,126.14285714285715,1608911.5000000026,1635407.1111111136,2218018.6111111133,140.0,168.83333333333334,203.2857142857143,80.6,1.5,1.8,2.1,0,1,126.14285714285715,136.57142857142856,119.0
102,2023-02-10,4464430.833333336,136.57142857142856,2163450.2500000023,1608911.5000000026,1635407.1111111136,126.14285714285715,140.0,168.83333333333334,80.7,1.5,1.7,2.1,0,1,136.57142857142856,119.0,111.85714285714285
103,2023-02-17,4647450.111111114,119.0,4464430.833333336,2163450.2500000023,1608911.5000000026,136.57142857142856,126.14285714285715,140.0,80.7,1.5,1.8,2.1,0,1,119.0,111.85714285714285,102.14285714285714
104,2023-02-24,4035484.6944444473,111.85714285714285,4647450.111111114,4464430.833333336,2163450.2500000023,119.0,136.57142857142856,126.14285714285715,80.8,1.5,1.8,2.1,0,1,111.85714285714285,102.14285714285714,89.85714285714286
105,2023-03-03,2663715.583333336,102.14285714285714,4035484.6944444473,4647450.111111114,4464430.833333336,111.85714285714285,119.0,136.57142857142856,80.8,1.5,1.8,2.1,0,1,102.14285714285714,89.85714285714286,73.85714285714286
106,2023-03-10,2646663.3888888913,89.85714285714286,2663715.583333336,4035484.6944444473,4647450.111111114,102.14285714285714,111.85714285714285,119.0,80.8,1.3,1.8,2.0,0,1,89.85714285714286,73.85714285714286,67.85714285714285
107,2023-03-17,2726860.1388888913,73.85714285714286,2646663.3888888913,2663715.583333336,4035484.6944444473,89.85714285714286,102.14285714285714,111.85714285714285,80.8,1.2,1.8,2.0,0,1,73.85714285714286,67.85714285714285,70.42857142857143
108,2023-03-24,2013677.0833333358,67.85714285714285,2726860.1388888913,2646663.3888888913,2663715.583333336,73.85714285714286,89.85714285714286,102.14285714285714,80.9,,,,0,1,67.85714285714285,70.42857142857143,
109,2023-03-31,,70.42857142857143,2013677.0833333358,2726860.1388888913,2646663.3888888913,67.85714285714285,73.85714285714286,89.85714285714286,80.9,,,,0,1,70.42857142857143,,
